This file contains energy of the Grid at certain points in the simulation.
Energy | Step_Number
-2969 | 0
-2969 | 100
-2969 | 200
-2969 | 300
-2965 | 400
-2969 | 500
-2969 | 600
-2969 | 700
-2969 | 800
-2969 | 900
-2965 | 1000
-2969 | 1100
-2969 | 1200
-2969 | 1300
-2969 | 1400
-2969 | 1500
-2969 | 1600
-2965 | 1700
-2965 | 1800
-2969 | 1900
-2969 | 2000
-2965 | 2100
-2969 | 2200
-2969 | 2300
-2969 | 2400
-2969 | 2500
-2969 | 2600
-2969 | 2700
-2969 | 2800
-2969 | 2900
-2969 | 3000
-2969 | 3100
-2969 | 3200
-2965 | 3300
-2969 | 3400
-2969 | 3500
-2969 | 3600
-2969 | 3700
-2969 | 3800
-2969 | 3900
-2969 | 4000
-2969 | 4100
-2969 | 4200
-2969 | 4300
-2969 | 4400
-2965 | 4500
-2969 | 4600
-2969 | 4700
-2969 | 4800
-2969 | 4900
-2969 | 5000
-2969 | 5100
-2969 | 5200
-2969 | 5300
-2969 | 5400
-2969 | 5500
-2969 | 5600
-2969 | 5700
-2969 | 5800
-2969 | 5900
-2969 | 6000
-2969 | 6100
-2969 | 6200
-2969 | 6300
-2969 | 6400
-2969 | 6500
-2969 | 6600
-2969 | 6700
-2969 | 6800
-2965 | 6900
-2969 | 7000
-2969 | 7100
-2969 | 7200
-2969 | 7300
-2969 | 7400
-2969 | 7500
-2965 | 7600
-2965 | 7700
-2965 | 7800
-2965 | 7900
-2965 | 8000
-2969 | 8100
-2969 | 8200
-2969 | 8300
-2969 | 8400
-2965 | 8500
-2969 | 8600
-2969 | 8700
-2969 | 8800
-2969 | 8900
-2969 | 9000
-2965 | 9100
-2969 | 9200
-2969 | 9300
-2969 | 9400
-2969 | 9500
-2969 | 9600
-2969 | 9700
-2969 | 9800
-2969 | 9900
-2969 | 10000
-2969 | 10100
-2969 | 10200
-2969 | 10300
-2969 | 10400
-2969 | 10500
-2969 | 10600
-2969 | 10700
-2969 | 10800
-2969 | 10900
-2969 | 11000
-2969 | 11100
-2969 | 11200
-2969 | 11300
-2961 | 11400
-2965 | 11500
-2965 | 11600
-2963 | 11700
-2969 | 11800
-2965 | 11900
-2965 | 12000
-2965 | 12100
-2965 | 12200
-2965 | 12300
-2965 | 12400
-2965 | 12500
-2965 | 12600
-2965 | 12700
-2965 | 12800
-2965 | 12900
-2965 | 13000
-2969 | 13100
-2969 | 13200
-2969 | 13300
-2965 | 13400
-2969 | 13500
-2969 | 13600
-2969 | 13700
-2969 | 13800
-2969 | 13900
-2969 | 14000
-2965 | 14100
-2969 | 14200
-2969 | 14300
-2969 | 14400
-2969 | 14500
-2969 | 14600
-2969 | 14700
-2969 | 14800
-2969 | 14900
-2969 | 15000
-2969 | 15100
-2969 | 15200
-2969 | 15300
-2969 | 15400
-2969 | 15500
-2969 | 15600
-2969 | 15700
-2969 | 15800
-2969 | 15900
-2969 | 16000
-2969 | 16100
-2969 | 16200
-2965 | 16300
-2969 | 16400
-2969 | 16500
-2969 | 16600
-2963 | 16700
-2963 | 16800
-2965 | 16900
-2969 | 17000
-2969 | 17100
-2969 | 17200
-2969 | 17300
-2969 | 17400
-2969 | 17500
-2965 | 17600
-2969 | 17700
-2969 | 17800
-2963 | 17900
-2969 | 18000
-2969 | 18100
-2969 | 18200
-2969 | 18300
-2969 | 18400
-2965 | 18500
-2969 | 18600
-2969 | 18700
-2969 | 18800
-2969 | 18900
-2969 | 19000
-2969 | 19100
-2969 | 19200
-2963 | 19300
-2963 | 19400
-2963 | 19500
-2965 | 19600
-2969 | 19700
-2969 | 19800
-2969 | 19900
-2965 | 20000
-2965 | 20100
-2969 | 20200
-2969 | 20300
-2969 | 20400
-2969 | 20500
-2969 | 20600
-2965 | 20700
-2965 | 20800
-2963 | 20900
-2963 | 21000
-2965 | 21100
-2965 | 21200
-2969 | 21300
-2969 | 21400
-2969 | 21500
-2969 | 21600
-2969 | 21700
-2969 | 21800
-2969 | 21900
-2969 | 22000
-2963 | 22100
